Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Governor,"BOTTOMS, SCOTT",Republican,9.38,7/8/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,1,7/8/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,11.99,7/8/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In Kind Donation - Dropbox Fee
Governor,"BOTTOMS, SCOTT",Republican,11.1,7/8/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In Kind Donation - Postage
Governor,"BOTTOMS, SCOTT",Republican,20,7/8/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In Kind - Open Ai
Governor,"BOTTOMS, SCOTT",Republican,60,7/8/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In-Kind - Lincoln Club Lunch
Governor,"BOTTOMS, SCOTT",Republican,18,7/8/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind Donation - Contact Drive
Governor,"BOTTOMS, SCOTT",Republican,26.9,7/9/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,23.05,7/9/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,17.44,7/10/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,22,7/10/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,4.3,7/11/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,40,7/11/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind Donation - X Account
Governor,"BOTTOMS, SCOTT",Republican,8.3,7/13/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,135,7/14/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind Donation - Montezuma County Dinner
Governor,"BOTTOMS, SCOTT",Republican,16.1,7/15/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1000,7/16/25,Dante,Arlington,VA,22207,Consultant & Professional Services,Digital Consulting
Governor,"BOTTOMS, SCOTT",Republican,78,7/16/25,Usps,Colorado Springs,CO,80915,Office Equipment & Supplies,Shipping And Postage
Governor,"BOTTOMS, SCOTT",Republican,4.3,7/17/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,854.28,7/17/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.68,7/18/25,Stickeryou,Colorado Springs,CO,80919,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,167.89,7/18/25,Stickeryou,Colorado Springs,CO,80919,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,4.3,7/21/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,834.52,7/22/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In Kind Donation - Airline Flights For Fundraiser In Fl
Governor,"BOTTOMS, SCOTT",Republican,1.3,7/23/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,343.05,7/24/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1000,7/25/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,1.5,7/27/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,450,7/28/25,Small Business Consulting,Colorado Springs,CO,80903,Consultant & Professional Services,Campaign Consulting
Governor,"BOTTOMS, SCOTT",Republican,2.3,7/29/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,60.8,7/30/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In Kind Donation - Meeting With Constituent
Governor,"BOTTOMS, SCOTT",Republican,319.71,7/31/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,22.9,7/31/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,30.91,8/1/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,25.14,8/2/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In Kind Donation - Usps - Postage
Governor,"BOTTOMS, SCOTT",Republican,168,8/3/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In Kind Donation - Travel On Train From Orlando To Miami For Fundraiser
Governor,"BOTTOMS, SCOTT",Republican,80.15,8/4/25,Google,Mountain View,CA,94043,Other,Website
Governor,"BOTTOMS, SCOTT",Republican,34.01,8/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Governor,"BOTTOMS, SCOTT",Republican,3.08,8/4/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,10000,8/4/25,Marble Cake Media Llc,Oroville,WA,98844,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,30.07,8/4/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,173.12,8/4/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Printing Thank You Cards And Envelopes
Governor,"BOTTOMS, SCOTT",Republican,462,8/5/25,Patrick  Bradford,,CO,,Consultant & Professional Services,Campaign Consulting
Governor,"BOTTOMS, SCOTT",Republican,1.03,8/5/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,275,8/5/25,North By Nine,Sheridan,WY,82801,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,20.6,8/5/25,Scott  Bottoms,Colorado Springs,CO,80923,Other,In Kind -Adobe Software
Governor,"BOTTOMS, SCOTT",Republican,3.94,8/6/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,13.84,8/7/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Travel On Train From Orlando To Miami For Fundraiser
Governor,"BOTTOMS, SCOTT",Republican,44.78,8/7/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In Kind - Travel On Train From Orlando To Miami For Fundraiser
Governor,"BOTTOMS, SCOTT",Republican,14.61,8/7/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In Kind _ Travel On Train From Orlando To Miami For Fundraiser
Governor,"BOTTOMS, SCOTT",Republican,8.97,8/7/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In Kind -Travel On Train From Orlando To Miami For Fundraiser
Governor,"BOTTOMS, SCOTT",Republican,20,8/8/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In Kind - Open Ai Software
Governor,"BOTTOMS, SCOTT",Republican,74.38,8/9/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Travel To Fundraiser
Governor,"BOTTOMS, SCOTT",Republican,40,8/9/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In Kind - X Membership For Political
Governor,"BOTTOMS, SCOTT",Republican,22,8/11/25,Squarespace,New York,NY,10014,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,3.09,8/11/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.66,8/11/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,46.95,8/12/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,
Governor,"BOTTOMS, SCOTT",Republican,4.1,8/12/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,4.3,8/12/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,27.5,8/12/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In Kind - Meal - Meeting With Constituent
Governor,"BOTTOMS, SCOTT",Republican,17.27,8/14/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,7.6,8/14/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,40.63,8/14/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Mtg With Constituent
Governor,"BOTTOMS, SCOTT",Republican,1000,8/15/25,Dante,Arlington,VA,22207,Consultant & Professional Services,Digital Consulting
Governor,"BOTTOMS, SCOTT",Republican,8.22,8/15/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.5,8/16/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.2,8/16/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1000,8/18/25,Dante,Arlington,VA,22207,Consultant & Professional Services,Digital Consulting
Governor,"BOTTOMS, SCOTT",Republican,2.1,8/18/25,Square,San Francisco,CA,94103,Office Equipment & Supplies,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,78,8/18/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In Kind Donation - Usps - Stamps
Governor,"BOTTOMS, SCOTT",Republican,78,8/19/25,Usps,Colorado Springs,CO,80915,Office Equipment & Supplies,Shipping And Postage
Governor,"BOTTOMS, SCOTT",Republican,1000,8/19/25,John  Loudon,Lake Worth,FL,33460,Consultant & Professional Services,
Governor,"BOTTOMS, SCOTT",Republican,4.3,8/20/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,2.2,8/20/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,112.38,8/21/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,29,8/21/25,Scott  Bottoms,Colorado Springs,CO,80923,Other,In Kind - Video Software - Opusclip
Governor,"BOTTOMS, SCOTT",Republican,58.3,8/22/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,2.13,8/22/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,29.1,8/24/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,135.25,8/25/25,Xpress Prints,San Francisco,CA,94112,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,1000,8/25/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,11.09,8/25/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In-Kind - Amazon - Office Supplies
Governor,"BOTTOMS, SCOTT",Republican,181.29,8/25/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Hotel Stay Double Tree
Governor,"BOTTOMS, SCOTT",Republican,88.99,8/26/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,1.7,8/26/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,3.35,8/26/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,8.93,8/27/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Office Supplies
Governor,"BOTTOMS, SCOTT",Republican,21.18,8/28/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,68.3,8/28/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,14.63,8/29/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Meet And Greet Coffee House 29
Governor,"BOTTOMS, SCOTT",Republican,1.7,8/30/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,5.5,8/31/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,29.95,8/31/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,3.88,8/31/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,80,8/31/25,Scott  Bottoms,Colorado Springs,CO,80923,Other,In Kind - Ldd Bent County
Governor,"BOTTOMS, SCOTT",Republican,1,9/1/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,86.58,9/2/25,Google,Mountain View,CA,94043,Other,Website
Governor,"BOTTOMS, SCOTT",Republican,230.49,9/2/25,Imprint,Houston,TX,77083,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,10000,9/2/25,Marble Cake Media Llc,Oroville,WA,98844,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,23.57,9/2/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,10.01,9/2/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,6.8,9/3/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,22.17,9/3/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,34.01,9/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Governor,"BOTTOMS, SCOTT",Republican,4.11,9/4/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,20.6,9/5/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,20,9/5/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Software - Chatgpt
Governor,"BOTTOMS, SCOTT",Republican,10.8,9/7/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,3.66,9/8/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,2.9,9/8/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,54.95,9/9/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,
Governor,"BOTTOMS, SCOTT",Republican,14.5,9/9/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,15.63,9/9/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,22,9/10/25,Squarespace,New York,NY,10014,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,10.02,9/10/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,20,9/10/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Open Ai
Governor,"BOTTOMS, SCOTT",Republican,10.04,9/11/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,54.99,9/12/25,Printful Inc,Coppell,TX,75019,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,43.55,9/12/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,39.05,9/12/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,8.46,9/12/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,10.13,9/12/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,4.3,9/13/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,72.54,9/13/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,In Kind - Campaign Shirts
Governor,"BOTTOMS, SCOTT",Republican,1000,9/15/25,Dante,Arlington,VA,22207,Consultant & Professional Services,Digital Consulting
Governor,"BOTTOMS, SCOTT",Republican,14.5,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,31.35,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,50.55,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,60.25,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,123.04,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,63.32,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,67.53,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,113.16,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,115.66,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,2.8,9/15/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,0.71,9/15/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,10,9/15/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,9.17,9/16/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,1.59,9/16/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,10,9/16/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,10.02,9/16/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,260.37,9/16/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In Kind - Ldd Dinner Tickets
Governor,"BOTTOMS, SCOTT",Republican,33.55,9/17/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,10,9/17/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,260.25,9/18/25,Winred,Arlington,VA,22203,Contributions,Contribution Refund
Governor,"BOTTOMS, SCOTT",Republican,33.31,9/18/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.95,9/18/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,10.01,9/18/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,10,9/18/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,4.3,9/21/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,1.08,9/22/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,24.99,9/23/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,16.91,9/23/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,3.67,9/23/25,,,,,"Food, Beverages and Meals",Meeting With Constituent
Governor,"BOTTOMS, SCOTT",Republican,26.51,9/24/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",Meal On West Slope Tour
Governor,"BOTTOMS, SCOTT",Republican,34.29,9/25/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,43.13,9/25/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,2.4,9/25/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,10.01,9/25/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,10,9/25/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,1000,9/25/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Governor,"BOTTOMS, SCOTT",Republican,24.7,9/25/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",Meal On Campaign Trail
Governor,"BOTTOMS, SCOTT",Republican,22.77,9/25/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In Kind - Meeting Constituents
Governor,"BOTTOMS, SCOTT",Republican,1.5,9/25/25,Scott  Bottoms,Colorado Springs,CO,80923,Miscellaneous,Parking For Gop Meeting
Governor,"BOTTOMS, SCOTT",Republican,49.32,9/25/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,Fuel For West Slope Tour
Governor,"BOTTOMS, SCOTT",Republican,13.71,9/25/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",Breakfast On West Slope Tour
Governor,"BOTTOMS, SCOTT",Republican,50.79,9/25/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,Fuel For West Slope Tour
Governor,"BOTTOMS, SCOTT",Republican,20.24,9/26/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,"BOTTOMS, SCOTT",Republican,1.2,9/26/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,3.39,9/26/25,Square,San Francisco,CA,94103,Other,Credit Card Fees
Governor,"BOTTOMS, SCOTT",Republican,57.03,9/27/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",Meal On West Slope Tour
Governor,"BOTTOMS, SCOTT",Republican,44.02,9/27/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,Fuel For West Slope Tour
Governor,"BOTTOMS, SCOTT",Republican,467.24,9/27/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,Hotel Stay For West Slope Tour
Governor,"BOTTOMS, SCOTT",Republican,57.24,9/28/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",Meal For West Slope Tour
