District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 18,"PASCHAL, AMY",20.0,2025-09-02 00:00:00,Food To Power,Colorado Springs,CO,80903,Other,Tickets For Non-Profit Event
House District 18,"PASCHAL, AMY",7.77,2025-09-05 00:00:00,Sweet Bloom Coffee,Westminster,CO,80031,"Food, Beverages and Meals",
House District 18,"PASCHAL, AMY",17.82,2025-09-10 00:00:00,Actblue,Somerville,MA,02144,Bank Fees,
House District 18,"PASCHAL, AMY",252.0,2025-09-16 00:00:00,Wix.Com Ltd,Tel Aviv,IS,6350671,Advertising,Website Renewal
House District 18,"PASCHAL, AMY",6.0,2025-09-18 00:00:00,First Bank,Colo Springs,CO,80903,Bank Fees,Debit Cards
House District 18,"PASCHAL, AMY",46.38,2025-09-19 00:00:00,Intuit Mailchimp,Atlanta,GA,30308,Advertising,
House District 18,"PASCHAL, AMY",77.22,2024-12-10 00:00:00,"Toskr, Inc  (Dba Getthru)",Beaverton,OR,97008,Advertising,
House District 18,"PASCHAL, AMY",2.0,2024-12-18 00:00:00,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,"PASCHAL, AMY",13.4,2024-12-19 00:00:00,Intuit Mailchimp,Atlanta,GA,30308,Advertising,
House District 18,"PASCHAL, AMY",13.59,2025-10-02 00:00:00,Google Voice Inc.,Mountain View,CA,94043,Office Equipment & Supplies,
House District 18,"PASCHAL, AMY",1.0,2025-10-06 00:00:00,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,
House District 18,"PASCHAL, AMY",17.74,2025-10-12 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 18,"PASCHAL, AMY",1.5,2025-10-14 00:00:00,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,
House District 18,"PASCHAL, AMY",3.0,2025-10-14 00:00:00,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,
House District 18,"PASCHAL, AMY",8.89,2025-10-19 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 18,"PASCHAL, AMY",46.38,2025-10-20 00:00:00,Intuit Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 18,"PASCHAL, AMY",6.0,2025-10-21 00:00:00,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,"PASCHAL, AMY",1.5,2025-10-23 00:00:00,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,
House District 18,"PASCHAL, AMY",8.89,2025-10-26 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 18,"PASCHAL, AMY",1.5,2025-10-27 00:00:00,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,
House District 18,"PASCHAL, AMY",13.66,2025-11-03 00:00:00,Google Voice Inc.,Mountain View,CA,94043,Office Equipment & Supplies,
House District 18,"PASCHAL, AMY",1.0,2025-11-06 00:00:00,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,
House District 18,"PASCHAL, AMY",62.24,2025-11-09 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 18,"PASCHAL, AMY",151.65,2025-11-16 00:00:00,Costco Wholesale Corporation,Issaquah,WA,98027,Fundraising Expenses,Food For Fundraiser
House District 18,"PASCHAL, AMY",122.69,2025-11-16 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 18,"PASCHAL, AMY",46.38,2025-11-18 00:00:00,Intuit Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 18,"PASCHAL, AMY",6.0,2025-11-19 00:00:00,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,"PASCHAL, AMY",0.79,2025-11-23 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 18,"PASCHAL, AMY",13.66,2025-12-02 00:00:00,Google Voice Inc.,Mountain View,CA,94043,Office Equipment & Supplies,
House District 18,"PASCHAL, AMY",0.99,2025-12-07 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 18,"PASCHAL, AMY",6.0,2025-12-17 00:00:00,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,"PASCHAL, AMY",55.0,2025-12-17 00:00:00,Elect Thomas Tony Exum,Redacted By Sos,CO,99999,"Food, Beverages and Meals","Food And Rental For Dec. 14 Town Hall
Rule 10.11 Cost Sharing By Candidates."
House District 18,"PASCHAL, AMY",46.38,2025-12-18 00:00:00,Intuit Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 18,"PASCHAL, AMY",0.79,2025-12-21 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 19,"JONJAK PLAHN, COLTON",22.5,2025-07-12 00:00:00,"Squarespace, Inc.",New York,NY,10014,Other,"Website Hosting Paid Personally By Candidate Before Campaign Account Opened.
(Payment Type: In-Kind)"
House District 19,"JONJAK PLAHN, COLTON",14.0,2025-07-12 00:00:00,Google Domains (Via Squarespace),Mountain View,CA,94043,Other,Domain Registration For Coltonforcolorado.Com Paid Personally By Candidate Before Campaign Account Opened. (Payment Type: In-Kind)
House District 19,"JONJAK PLAHN, COLTON",8.4,2025-07-12 00:00:00,Google Domains (Via Squarespace),Mountain View,CA,94043,Office Equipment & Supplies,Campaign Email Service Paid Personally By Candidate Before Campaign Account Opened. (Payment Type: In-Kind)
House District 19,"JONJAK PLAHN, COLTON",432.85,2025-08-07 00:00:00,"Ngp Van, Inc.",Washington,DC,20005,Consultant & Professional Services,Voter Database Access And Campaign Software Subscription (Votebuilder)
House District 19,"JONJAK PLAHN, COLTON",174.77,2025-08-11 00:00:00,"Fiverr, Inc.",New York,NY,10013-3020,Consultant & Professional Services,Fiver Design Services
House District 19,"JONJAK PLAHN, COLTON",25.0,2025-08-13 00:00:00,"Squarespace, Inc.",New York,NY,10014,Other,Monthly Website Hosting Subscription For Campaign Website.
House District 19,"JONJAK PLAHN, COLTON",8.4,2025-08-13 00:00:00,Google Domains (Via Squarespace),Mountain View,CA,94043,Other,Aug Squarespace Google Workspaces Email Subscription Paid Personally By Candidate Before Campaign Card Switch. (Payment Type: In-Kind)
House District 19,"JONJAK PLAHN, COLTON",197.41,2025-08-14 00:00:00,"Squarespace, Inc.",New York,NY,10014,Other,Squarespace Yearly Website Hosting
House District 19,"JONJAK PLAHN, COLTON",15.0,2025-08-15 00:00:00,"Canva, Inc.",San Francisco,CA,94108,Other,"Canva Subscription For Campaign Design Materials (Logos, Graphics, Templates), Operational."
House District 19,"JONJAK PLAHN, COLTON",2.0,2025-08-28 00:00:00,First Interstate Bank,Billings,MT,59101,Bank Fees,Monthly Paper Statement Fee For Campaign Bank Account
House District 19,"JONJAK PLAHN, COLTON",17.43,2025-09-03 00:00:00,Nametagwizard.Com,Jacksonville,FL,32207,Office Equipment & Supplies,Personalized Logo Name Tag For Candidate
House District 19,"JONJAK PLAHN, COLTON",61.2,2025-09-03 00:00:00,Vistaprint,Waltham,MA,02451,Office Equipment & Supplies,Custom Business Card Printing For Campaign Staff Identification
House District 19,"JONJAK PLAHN, COLTON",8.4,2025-09-14 00:00:00,Google Domains (Via Squarespace),Mountain View,CA,94043,Other,Sept Squarespace Google Workspaces Email Subscription Paid Personally By Candidate Before Campaign Card Switch. (Payment Type: In-Kind)
House District 19,"JONJAK PLAHN, COLTON",15.0,2025-09-15 00:00:00,"Canva, Inc.",San Francisco,CA,94108,Other,"Canva Subscription For Campaign Design Materials (Logos, Graphics, Templates)."
House District 19,"JONJAK PLAHN, COLTON",250.0,2025-09-18 00:00:00,Celia  Oechsle,Raleigh,NC,27608,Consultant & Professional Services,Political Outreach Director (Contractor: Celia Oechsle)
House District 19,"JONJAK PLAHN, COLTON",2.0,2025-09-29 00:00:00,First Interstate Bank,Billings,MT,59101,Bank Fees,Monthly Paper Statement Fee For Campaign Bank Account
House District 19,"JONJAK PLAHN, COLTON",8.4,2025-10-13 00:00:00,Google Domains (Via Squarespace),Mountain View,CA,94043,Other,"Oct Squarespace Google Workspace Payment, Personal Card (In-Kind). (Switched To Campagn Card After This)"
House District 19,"JONJAK PLAHN, COLTON",15.0,2025-10-16 00:00:00,"Canva, Inc.",San Francisco,CA,94108,Other,Xx6487 Debit Card 10/14 14:18 Canva* I04 669-58 Camdende 76457806 291646
House District 19,"JONJAK PLAHN, COLTON",2.0,2025-10-30 00:00:00,First Interstate Bank,Billings,MT,59101,Bank Fees,Paper Statement Fee
House District 19,"JONJAK PLAHN, COLTON",8.4,2025-11-13 00:00:00,"Squarespace, Inc.",New York,NY,10014,Other,Xx6487 Debit Card 11/12 15:08 Sqsp* Work Sp#209 New York Ny 05013005 045759
House District 19,"JONJAK PLAHN, COLTON",15.0,2025-11-17 00:00:00,"Canva, Inc.",San Francisco,CA,94108,Other,Xx6487 Debit Card 11/14 13:18 Canva I04 700-54 Camdende 75169074 373326
House District 19,"JONJAK PLAHN, COLTON",10.8,2025-11-18 00:00:00,"Squarespace, Inc.",New York,NY,10014,Other,Xx6487 Debit Card 11/17 14:34 Sqsp Cmpg Ns#209 New York Ny 70137022 819869
House District 19,"JONJAK PLAHN, COLTON",100.0,2025-11-19 00:00:00,Apex 5510,Boulder,CO,80301,Other,Apex 5510 Lounge Rental - Check #9999: Check
House District 19,"JONJAK PLAHN, COLTON",100.0,2025-11-24 00:00:00,Town Of Erie,Erie,CO,80516,Other,Erie Community C Erie Co 87830846 266550 Xx6487 Debitcard 11/21 13:29
House District 19,"JONJAK PLAHN, COLTON",2.0,2025-11-25 00:00:00,First Interstate Bank,Billings,MT,59101,Bank Fees,Paper Statement Fee
House District 19,"JONJAK PLAHN, COLTON",8.4,2025-12-15 00:00:00,"Squarespace, Inc.",New York,NY,10014,Other,Xx6487 Debit Card 12/12 15:09 Sqsp Work Sp#213 New York Ny 04527462 659412
House District 19,"JONJAK PLAHN, COLTON",15.0,2025-12-15 00:00:00,"Canva, Inc.",San Francisco,CA,94108,Other,Xx6487 Debit Card 12/14 13:18 Canva I04 730-43 Camdende 63183628 938033
House District 19,"JONJAK PLAHN, COLTON",12.0,2025-12-18 00:00:00,"Squarespace, Inc.",New York,NY,10014,Other,Xx6487 Debit Card 12/17 15:05 Sqsp Cmpg Ns#214 New York Ny 05496743 443778
House District 19,"JONJAK PLAHN, COLTON",2.0,2025-12-30 00:00:00,First Interstate Bank,Billings,MT,59101,Bank Fees,Paper Statement Fee (Cancelled - Last Fee)
House District 19,"MCMILLAN, JILLAIRE",208.45,2025-07-13 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",49.54,2025-07-20 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",35.59,2025-07-27 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",34.58,2025-08-03 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",9.59,2025-08-06 00:00:00,Office Max,Longmont,CO,80501,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",100.0,2025-08-07 00:00:00,Weld County Democratic Party,Greeley,CO,80631,Other,2 Tickets For Weld County Democratic Party Annual Fundraising Dinner
House District 19,"MCMILLAN, JILLAIRE",8.0,2025-08-10 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",288.75,2025-08-13 00:00:00,Emma  Moulton,Bountiful,UT,84010,Consultant & Professional Services,
House District 19,"MCMILLAN, JILLAIRE",1029.18,2025-08-15 00:00:00,Plumb Marketing,Englewood,CO,80110,Advertising,
House District 19,"MCMILLAN, JILLAIRE",29.8,2025-08-17 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",22.33,2025-08-24 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",52.04,2025-08-29 00:00:00,Corazon Printing,Broomfield,CO,80020,Office Equipment & Supplies,
House District 19,"MCMILLAN, JILLAIRE",64.22,2025-08-31 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",20.75,2025-09-07 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",833.45,2025-09-08 00:00:00,Plumb Marketing,Englewood,CO,80110,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",7.21,2025-09-14 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",104.19,2025-09-14 00:00:00,Custom Buttons Now,Sugar Land,TX,77479,Advertising,
House District 19,"MCMILLAN, JILLAIRE",100.0,2025-09-16 00:00:00,Chanel  Adams,Erie,CO,80516,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",58.44,2025-09-21 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",506.25,2025-09-23 00:00:00,Emma  Moulton,Bountiful,UT,84010,Consultant & Professional Services,
House District 19,"MCMILLAN, JILLAIRE",25.59,2025-09-24 00:00:00,Walmart,Longmont,CO,80504,Office Equipment & Supplies,
House District 19,"MCMILLAN, JILLAIRE",112.05,2025-09-28 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",53.34,2025-09-30 00:00:00,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",13.67,2025-10-05 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",210.67,2025-10-07 00:00:00,Costco,Longmont,CO,80501,"Food, Beverages and Meals",
House District 19,"MCMILLAN, JILLAIRE",61.0,2025-10-09 00:00:00,Us Postal Service,Longmont,CO,80501,Office Equipment & Supplies,
House District 19,"MCMILLAN, JILLAIRE",6.62,2025-10-12 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",65.55,2025-10-15 00:00:00,Costco,Longmont,CO,80501,"Food, Beverages and Meals",
House District 19,"MCMILLAN, JILLAIRE",25.82,2025-10-19 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",6.79,2025-10-21 00:00:00,Dollar Tree,Longmont,CO,80501,Miscellaneous,
House District 19,"MCMILLAN, JILLAIRE",24.92,2025-10-26 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",-180.58,2025-10-28 00:00:00,Costco,Longmont,CO,80501,Returned Expenditure,"Candy Not Used, Returned."
House District 19,"MCMILLAN, JILLAIRE",562.5,2025-10-30 00:00:00,Emma  Moulton,Bountiful,UT,84010,Consultant & Professional Services,
House District 19,"MCMILLAN, JILLAIRE",432.85,2025-10-30 00:00:00,Colorado Democratic Party,Denver,CO,80203,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",65.79,2025-11-02 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",143.78,2025-11-06 00:00:00,Raeanna  Roylance,Longmont,CO,80504,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",20.25,2025-11-09 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",18.5,2025-11-16 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",29.85,2025-11-23 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",36.0,2025-11-29 00:00:00,Wix.Com,New York,NY,10014,Consultant & Professional Services,
House District 19,"MCMILLAN, JILLAIRE",17.21,2025-11-30 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",150.0,2025-12-01 00:00:00,Commuting Solutions,Boulder,CO,80301,Contributions,
House District 19,"MCMILLAN, JILLAIRE",23.13,2025-12-07 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",27.84,2025-12-14 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",8.91,2025-12-21 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",87.3,2025-12-21 00:00:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
House District 19,"MCMILLAN, JILLAIRE",442.5,2025-12-22 00:00:00,Emma  Moulton,Bountiful,UT,84010,Consultant & Professional Services,
House District 19,"MCMILLAN, JILLAIRE",500.0,2025-12-24 00:00:00,Co Secretary Of State,Denver,CO,80203,Other,
House District 19,"MCMILLAN, JILLAIRE",0.6,2025-12-28 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",29.46,2025-12-31 00:00:00,Act Blue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 19,"MCMILLAN, JILLAIRE",36.0,2025-12-31 00:00:00,Wix.Com,New York,NY,10014,Consultant & Professional Services,
House District 19,"MCMILLAN, JILLAIRE",27.75,2025-12-31 00:00:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
House District 19,"PESARAMELLI, ANIL",310.0,2025-08-20 00:00:00,Haley  Sema,Erie,CO,80516,Advertising,
House District 19,"PESARAMELLI, ANIL",26.5,2025-08-26 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 19,"PESARAMELLI, ANIL",114.22,2025-08-27 00:00:00,Corozon Printing Llc,Broomfield,CO,80020,Advertising,
House District 19,"PESARAMELLI, ANIL",330.0,2025-09-06 00:00:00,Town Of Erie,Erie,CO,80516,Fundraising Expenses,Fundraising Kick Off
House District 19,"PESARAMELLI, ANIL",268.39,2025-09-06 00:00:00,Costco Thornton #629,Thornton,CO,80023,"Food, Beverages and Meals",
House District 19,"PESARAMELLI, ANIL",162.22,2025-09-15 00:00:00,Amazon.Com Sales,Seattle,WA,98109,Office Equipment & Supplies,
House District 19,"PESARAMELLI, ANIL",16.24,2025-09-22 00:00:00,Amazon.Com Sales,Seattle,WA,98109,Office Equipment & Supplies,
House District 19,"PESARAMELLI, ANIL",26.5,2025-09-23 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 19,"PESARAMELLI, ANIL",1500.0,2025-09-24 00:00:00,"Star Digital Media Solution, Llc.",Piscataway,NJ,08854,Consultant & Professional Services,
House District 19,"PESARAMELLI, ANIL",15.0,2025-10-10 00:00:00,Meta/Facebook,Menlo Park,CA,94025,Advertising,Facebook Advertising
House District 19,"PESARAMELLI, ANIL",64.64,2025-10-14 00:00:00,Getthru,Beaverton,OR,97008,Advertising,Text Messaging
House District 19,"PESARAMELLI, ANIL",0.28,2025-10-14 00:00:00,,,,,Miscellaneous,
House District 19,"PESARAMELLI, ANIL",450.0,2025-10-15 00:00:00,"Campaignalytics, Inc.,",Wellington,CO,80549,Advertising,
House District 19,"PESARAMELLI, ANIL",49.33,2025-10-22 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing
House District 19,"PESARAMELLI, ANIL",100.0,2025-10-23 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing
House District 19,"PESARAMELLI, ANIL",100.0,2025-11-25 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing
House District 19,"PESARAMELLI, ANIL",9.95,2025-12-03 00:00:00,,,,,Office Equipment & Supplies,Printing Paper
House District 19,"PESARAMELLI, ANIL",60.45,2025-12-04 00:00:00,Getthru,Beaverton,OR,97008,Advertising,
House District 19,"PESARAMELLI, ANIL",6.82,2025-12-08 00:00:00,,,,,Miscellaneous,Misc
House District 19,"PESARAMELLI, ANIL",35.0,2025-12-08 00:00:00,Datacept Technologies Private Limited,Bengaluru,KA,560043,Advertising,Mailchilmp Email Clean Up
House District 19,"PESARAMELLI, ANIL",16.56,2025-12-09 00:00:00,,,,,Office Equipment & Supplies,Printing Paper
House District 19,"PESARAMELLI, ANIL",250.0,2025-12-15 00:00:00,Haley  Sema,Erie,CO,80516,Advertising,Tshirts
House District 19,"PESARAMELLI, ANIL",1258.53,2025-12-17 00:00:00,Getthru,Beaverton,OR,97008,Advertising,Text Messaging
