District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 27,Danielle Varda,57.63,6/12/25,Act Blue,Cambridge,CO,02138,Bank Fees,
House District 53,Andy Boesenecker,57.63,4/7/25,Everyday Store,Fort Collins,CO,80521,Travel & Lodging,Gas
House District 19,Dan Woog,57.61,9/10/25,King Soopers,Erie,CO,80516,Other,5140 ∑ Event Food & Beverage
House District 10,Junie Joseph,57.59,11/2/25,Actblue,Somerville,MA,02144,Other,Actblue Transaction Fees
House District 53,Andy Boesenecker,57.5,11/13/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 23,Alexis Hoffkling,57.45,5/2/25,Corazon Printing Llc,Broomfield,CO,80020,Office Equipment & Supplies,Business Cards
House District 31,"Jacqueline ""Jacque"" Phillips",57.29,6/22/25,Actblue Llc,Somerville,MA,02144,Bank Fees,
House District 10,Junie Joseph,57.17,12/9/25,Democratic Women Of Boulder County,Boulder,CO,80302,Other,Event Fee
House District 47,Ty Winter,57.05,10/16/25,Pass Key,Pueblo,CO,81001,Other,5120 ∑ Event Space Rental
House District 36,Michael Carter,57.02,5/9/25,Call Your Mother Deli,Denver,CO,80205,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 48,Carlos Barron,57,2/14/25,Safeway,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,Carlos Barron,57,4/21/25,Safeway,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,Carlos Barron,57,6/17/25,Safeway,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 56,Chris Richardson,56.85,11/7/25,Vistaprint,Lexington,MA,02421,Office Equipment & Supplies,Business Cards - Replenish
House District 56,Chris Richardson,56.85,12/23/25,Vistaprint,Lexington,MA,02421,Office Equipment & Supplies,Business Cards - Replenish
House District 33,Heidi Henkel,56.42,11/12/25,Yardhouse,Denver,CO,80202,"Food, Beverages and Meals",
House District 19,Dan Woog,56.39,1/17/25,Hacienda Jalisco,Longmont,CO,80501,Other,6890 ∑ Other Meeting Expense
House District 61,Eliza Hamrick,56.35,3/20/25,Costco,Parker,CO,80138,"Food, Beverages and Meals","Water And Food For Townhall

Unexpended Funds"
House District 47,Vic Meyers,56.34,4/11/26,Love'S,Walsenburg,CO,81089,Other,Gas / Price Per Gallon $3.639
House District 10,Junie Joseph,56.31,6/30/25,Actblue,Somerville,MA,02144,Other,Actblue Transaction Fees
House District 29,Lori Goldstein,56.31,7/13/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 29,Lori Goldstein,56.25,6/22/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 08,Lindsay Gilchrist,56.21,1/8/25,Etsy,Brooklyn,NY,11201,Office Equipment & Supplies,
House District 08,Lindsay Gilchrist,56.21,1/9/25,"Amazon.Com, Inc.",Seattle,WA,98109,Office Equipment & Supplies,
House District 53,Andy Boesenecker,56.2,5/12/25,E470,Aurora,CO,80018,Travel & Lodging,
House District 01,Javier Mabrey,56.17,1/31/25,Santiago Mexican Restuarant,Denver,CO,80260,"Food, Beverages and Meals",
House District 41,Jamie Jackson,56.14,12/31/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
House District 48,Carlos Barron,56.06,4/7/25,7-Eleven,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 23,Alexis Hoffkling,56,6/11/25,Celeste H Kling,Fort Collins,CO,80525,Office Equipment & Supplies,Reimb For Postcard Stamps
House District 23,Alexis Hoffkling,56,6/24/25,Celeste H Kling,Fort Collins,CO,80525,Office Equipment & Supplies,Postcard Stamps -- Via Zelle
House District 48,Carlos Barron,56,4/1/25,7-Eleven,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,Carlos Barron,56,5/5/25,Safeway,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 53,Andy Boesenecker,55.87,2/21/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 36,Michael Carter,55.81,9/25/25,King Soopers,Glendale,CO,80246,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,Michael Carter,55.56,9/22/25,Gaylord Rockies Resort,Aurora,CO,80019,Entertainment,Food For Event
House District 53,Andy Boesenecker,55.55,2/10/25,E470,Aurora,CO,80018,Travel & Lodging,
House District 04,Cecelia Espenoza,55.52,9/2/25,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,Cecelia Espenoza,55.52,10/2/25,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,Cecelia Espenoza,55.52,11/3/25,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,Cecelia Espenoza,55.52,12/2/25,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 56,Chris Richardson,55.49,4/10/25,Wondershare,Burnaby,BC,V5C?0E4,Miscellaneous,Video Editing Software License
House District 56,Chris Richardson,55.46,12/19/24,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Ip Phone Number
House District 56,Chris Richardson,55.44,10/20/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Virtual Phone/Text Number
House District 56,Chris Richardson,55.44,11/19/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Virtual Phone/Text Number
House District 56,Chris Richardson,55.44,12/19/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Virtual Phone/Text Number
House District 56,Chris Richardson,55.4,1/21/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Ip Phone Number
House District 56,Chris Richardson,55.4,2/19/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Ip Phone Number
House District 56,Chris Richardson,55.4,3/19/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Ip Phone Number
House District 56,Chris Richardson,55.39,6/20/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Phone
House District 56,Chris Richardson,55.38,7/21/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Phone Number
House District 56,Chris Richardson,55.38,8/19/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Phone/Text Service
House District 56,Chris Richardson,55.38,9/19/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Phone/Text Service
House District 56,Chris Richardson,55.36,4/21/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Phone Number
House District 56,Chris Richardson,55.36,5/19/25,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Phone Number
House District 48,Carlos Barron,55.01,1/17/25,7-Eleven,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 13,Miguel Martinez,55,2/21/26,Phillips 66,Idaho Springs,CO,80452,Travel & Lodging,"16.67 Gallons Fuel Travel Phillips 66 Jackson County, Summit County, Lake County, Chaffee County-Meet/Greet Republican Committee People"
House District 18,Amy T Paschal,55,12/17/25,Elect Thomas Tony Exum,Redacted By Sos,CO,99999,"Food, Beverages and Meals","Food And Rental For Dec. 14 Town Hall
Rule 10.11 Cost Sharing By Candidates."
House District 30,Rebekah Stewart,55,9/19/25,Parking Garage,Vail,CO,81657,Travel & Lodging,Parking
House District 48,Carlos Barron,55,1/27/25,7-Eleven,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,Carlos Barron,55,2/24/25,Safeway,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,Carlos Barron,55,2/28/25,7-Eleven,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,Carlos Barron,55,5/22/25,Safeway,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 52,Yara Zokaie,55,10/3/24,Community Labor Admin Srvcs,Brooklyn,NY,11201,Advertising,
House District 41,Jamie Jackson,54.73,12/21/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
House District 07,Jennifer Bacon,54.43,7/7/25,Uber Technologies,San Fransisco,CA,94103,"Food, Beverages and Meals",
House District 07,Jennifer Bacon,54.37,12/12/25,Uber Technologies,San Fransisco,CA,94103,Travel & Lodging,Nbcsl - Ms-Dia
House District 33,Heidi Henkel,54.35,6/22/25,Actblue Technical Services,Boston,MA,02196-2017,Bank Fees,
House District 11,Karen McCormick,54.33,12/23/25,Act Blue Llc,Somerville,MA,02144,Bank Fees,Act Blue Fees
House District 34,Jenny Willford,54.08,7/10/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 34,Jenny Willford,54.08,8/10/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 34,Jenny Willford,54.08,9/10/25,Mailchimp,Atlanta,GA,30308,Miscellaneous,
House District 34,Jenny Willford,54.08,11/10/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 34,Jenny Willford,54.08,12/10/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 01,Javier Mabrey,54.06,6/30/25,Com Nha Kitchen & Bar,Denver,CO,80227,"Food, Beverages and Meals",
House District 53,Andy Boesenecker,54.05,5/5/25,E470,Aurora,CO,80018,Travel & Lodging,
House District 25,Tammy Story,54,12/13/24,Denver International Airport,Denver,CO,80249,Travel & Lodging,
House District 36,Michael Carter,54,9/29/25,Frontier Airlines,Denver,CO,80239,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 39,Christian Schilder,54,11/20/25,Squarespace,New York,NY,10014,Other,Domain
House District 48,Carlos Barron,54,4/15/25,Safeway,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,Dez Packard,54,4/17/26,Squarespace,New York,NY,10014,Advertising,"Domain Registration Fee

Paid By Richard Barkey As In-Kind Donation"
House District 53,Andy Boesenecker,53.86,5/5/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 32,Chris VanDijk,53.82,9/18/25,Mail Chimp,Atl,GA,30312,Fundraising Expenses,
House District 39,Christian Schilder,53.75,3/16/26,Mr. Donuts,Lone Tree,CO,80124,"Food, Beverages and Meals",Snacks For Assembly
House District 13,Chris Floyd,53.66,5/12/25,B&B Shipping,Leadville,CO,80461,Advertising,Candidate Literature
House District 57,Elizabeth Velasco,53.62,12/31/25,Actblue Technical Services,Somerville,MA,02144-3132,Consultant & Professional Services,
House District 29,Lori Goldstein,53.56,2/9/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 01,Javier Mabrey,53.46,4/14/25,Einstein'S Bagels,Lakewood,CO,80226,"Food, Beverages and Meals",
House District 25,Tammy Story,53.45,2/9/25,Target - Denver Sw,Littleton,CO,80123,Office Equipment & Supplies,
House District 36,Michael Carter,53.37,9/15/25,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 19,Jillaire McMillan,53.34,9/30/25,Act Blue Techinical Services,West Somerville,MA,2144,Fundraising Expenses,
House District 31,"Jacqueline ""Jacque"" Phillips",53.34,10/26/25,Actblue Llc,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
House District 33,Kenny Van Nguyen,53.16,6/16/25,Actblue,Boston,MA,02196,Bank Fees,Computer Network And Information Services
House District 53,Andy Boesenecker,53.05,1/14/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 22,Michael Pierson,53.01,3/6/26,Shutterstock,New York,NY,10118,Consultant & Professional Services,Copyright Purchase For Graphic Art Package
House District 48,Carlos Barron,53,3/19/25,7-Eleven,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 60,Michelle Gray,52.95,3/2/26,Liberty Pack & Ship,Puebo West,CO,81007,Other,6615 ∑ Hang Cards
House District 07,Jennifer Bacon,52.94,10/22/25,Uber Technologies,San Fransisco,CA,94103,Travel & Lodging,Ncsl Jobs Summit San Jose
House District 23,Alexis Hoffkling,52.94,9/30/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 04,Cecelia Espenoza,52.9,8/4/25,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 33,Heidi Henkel,52.78,9/7/25,Actblue Technical Services,Boston,MA,02196-2017,Bank Fees,
House District 36,Michael Carter,52.78,12/7/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 53,Andy Boesenecker,52.76,1/21/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 22,Michael Pierson,52.67,8/20/25,Uprinting,Van Nuys,CA,91406,Advertising,Business Cards
House District 47,Vic Meyers,52.57,3/1/26,"The Trophy Hut, Llc",Colorado Springs,CO,80906,Miscellaneous,2 Candidate Name Tags For Events
House District 23,Alexis Hoffkling,52.36,4/20/25,Actblue,Somerville,MA,02144,Fundraising Expenses,Actblue Fee
House District 53,Andy Boesenecker,52.31,2/10/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 23,Alexis Hoffkling,52.24,7/20/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 36,Michael Carter,52.09,12/31/23,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 31,Gabriel Cervantes,52.06,10/17/25,Anthony'S Pizza,Thornton,CO,80233,Other,Anthony'S Pizza
House District 19,Jillaire McMillan,52.04,8/29/25,Corazon Printing,Broomfield,CO,80020,Office Equipment & Supplies,
House District 25,Tammy Story,52,12/3/24,Gusto,Denver,CO,80202,Employee Services,
House District 34,Jenny Willford,52,10/10/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 25,Tammy Story,51.99,12/9/25,Progressnow Colorado Education,Denver,CO,80202,Contributions,
House District 33,Heidi Henkel,51.98,12/21/25,Actblue Technical Services,Boston,MA,02196-2017,Bank Fees,
House District 54,Jason Bias,51.98,4/27/26,"Lyft, Inc.",San Francisco,CA,94104,Travel & Lodging,
House District 13,Consuelo Redhorse,51.92,10/27/25,Copy Copy,Frisco,CO,80443,Office Equipment & Supplies,Business Cards (100 Ct)
House District 11,Karen McCormick,51.84,9/11/25,Amazon,Seattle,WA,98108,Office Equipment & Supplies,
House District 06,Sean Camacho,51.77,9/7/25,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 06,Sean Camacho,51.77,9/28/25,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 11,Karen McCormick,51.75,9/11/25,New York Times,New York,NY,10018,Office Equipment & Supplies,
House District 60,Matt Alexander,51.59,11/20/25,Walmart,Canon City,CO,81212,Fundraising Expenses,Campaign Kickoff Event
House District 04,Cecelia Espenoza,51.52,4/3/25,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Payroll Services
House District 04,Cecelia Espenoza,51.52,5/5/25,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Payroll Services
House District 04,Cecelia Espenoza,51.52,6/4/25,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Payroll Services
House District 04,Cecelia Espenoza,51.52,7/7/25,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 06,Sean Camacho,51.52,4/3/25,"Gusto, Inc",San Francisco,CA,94107,Other,Monthly Service Fee.
House District 06,Sean Camacho,51.52,5/3/25,"Gusto, Inc",San Francisco,CA,94107,Other,Monthly Service Fee
House District 06,Sean Camacho,51.52,6/5/25,"Gusto, Inc",San Francisco,CA,94107,Other,Monthly Service Fee
House District 06,Sean Camacho,51.52,7/7/25,"Gusto, Inc",San Francisco,CA,94107,Other,Gusto Service Fee
House District 06,Sean Camacho,51.52,8/5/25,"Gusto, Inc",San Francisco,CA,94107,Other,Gusto
House District 06,Sean Camacho,51.52,9/4/25,"Gusto, Inc",San Francisco,CA,94107,Other,Gusto
House District 06,Sean Camacho,51.52,10/3/25,"Gusto, Inc",San Francisco,CA,94107,Bank Fees,
House District 06,Sean Camacho,51.52,11/5/25,"Gusto, Inc",San Francisco,CA,94107,Bank Fees,
House District 06,Sean Camacho,51.52,12/1/25,Gusto Inc.,Denver,CO,80202,Bank Fees,
House District 63,Dusty Johnson,51.45,1/20/25,Logan County Republican Central Committee,Sterling,CO,80751,Other,6810 ∑ Registration Fees
House District 36,Michael Carter,51.36,5/21/23,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,Michael Carter,51.36,12/28/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 29,Kristine Ireland,51.29,4/27/26,Burbank Airport Center,Burbank,CA,91505,Advertising,Business Cards For Campaign
House District 57,Elizabeth Velasco,51.13,10/19/25,Actblue Technical Services,Somerville,MA,02144-3132,Consultant & Professional Services,
House District 12,Kyle Brown,51.11,6/26/25,Freedom Street Social,Arvada,CO,80007,"Food, Beverages and Meals",
House District 11,Karen McCormick,51.1,2/18/25,Express Toll,Aurora,CO,80018,Travel & Lodging,
House District 53,Andy Boesenecker,51.07,3/24/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 17,Chauncy Johnson,51.01,7/27/25,Actblue Technical Services,Boston,MA,02196-2017,Bank Fees,Processing Fee
House District 48,Carlos Barron,51,2/4/25,Safeway,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,Carlos Barron,51,1/28/26,Safeway,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,Carlos Barron,51,1/30/26,7-Eleven,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 53,Andy Boesenecker,50.9,10/28/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 36,Michael Carter,50.82,11/17/25,Semion Barbers,Aurora,CO,80010,Miscellaneous,
House District 27,Danielle Varda,50.79,6/6/25,Act Blue,Cambridge,CO,02138,Bank Fees,
House District 09,Neal Walia,50.75,11/9/25,Act Blue,Somerville,MA,02144,Fundraising Expenses,Act Blue Service Fee
House District 37,Chad Clifford,50.65,12/3/25,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
House District 37,Chad Clifford,50.62,7/8/25,Colorado Cross Disability Coalition,Denver,CO,80222,Miscellaneous,Event Ticket
House District 13,Consuelo Redhorse,50.4,9/24/25,Consuelo  Redhorse,Silverthorne,CO,80497,Travel & Lodging,"Mileage Reimbursement For Candidate Introduction To Community Leaders, Leadville (72Mi @ $0.70/Mi)"
House District 13,Consuelo Redhorse,50.4,9/26/25,Consuelo  Redhorse,Silverthorne,CO,80497,Travel & Lodging,"Mileage Reimbursement For Candidate Introduction And Issue Discussions With Elected Leaders, Leadville (72Mi @ $0.70/Mi)"
House District 53,Andy Boesenecker,50.34,3/28/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,Andy Boesenecker,50.27,9/19/25,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 19,Dan Woog,50.2,9/10/25,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 44,Anthony Hartsook,50.16,2/17/25,Cutter Consulting Llc,Alexandrai,FL,22303,Other,6410 ∑ Registration & Hosting
