District,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 08,Dylan Roberts,Democratic,14.21,3/31/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,18,4/5/23,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,92.4,4/5/23,Recinos Language Services,Rifle,CO,81650,Other,"Interpretation Services For Avon Town Hall Meeting On March 12, 2023"
Senate District 08,Dylan Roberts,Democratic,115,4/24/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,4/26/23,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,18,5/5/23,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,119.79,5/22/23,Copy Copy,Avon,CO,81620,Office Equipment & Supplies,Printing Handout For Town Hall Meetings
Senate District 08,Dylan Roberts,Democratic,115,5/23/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,5/26/23,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,270,6/5/23,Squarespace Inc,New York,NY,10014,Advertising,Annual Website Domain Renewal
Senate District 08,Dylan Roberts,Democratic,37,6/12/23,Senate Services,Denver,CO,80203,Other,Flag Purchase For Intern Gift
Senate District 08,Dylan Roberts,Democratic,20,6/16/23,Summit County Community & Senior Center,Frisco,CO,80443,Other,Room Reservation For Town Hall Meeting
Senate District 08,Dylan Roberts,Democratic,115,6/23/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,81.25,6/27/23,Laura  Chavez,Silverthorne,CO,80498,Other,Interpretation Services For May 31 Summit County Town Hall Meeting
Senate District 08,Dylan Roberts,Democratic,2,6/28/23,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,319,6/29/23,Ascend Digital Strategies,Washington,DC,20001,Advertising,Website Update
Senate District 08,Dylan Roberts,Democratic,13.62,6/30/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,18,7/5/23,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fees
Senate District 08,Dylan Roberts,Democratic,115,7/24/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,7/27/23,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,18.72,8/7/23,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fees
Senate District 08,Dylan Roberts,Democratic,33.85,8/7/23,Friends Of The Lower Blue River,Silverthorne,CO,80498,Other,Ticket To Friends Of The Lower Blue River Annual Meeting
Senate District 08,Dylan Roberts,Democratic,37,8/10/23,State Of Colorado,Denver,CO,80203,Employee Services,State Of Colorado Flag For Departing Staff
Senate District 08,Dylan Roberts,Democratic,25,8/22/23,Gilpin County Democratic Central Committee,Golden,CO,80403,Fundraising Expenses,Ticket To Gilpin County Democrats Annual Fundraiser
Senate District 08,Dylan Roberts,Democratic,115,8/23/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,75,8/28/23,Grand County Democrats (Gcd),Granby,CO,80446,Fundraising Expenses,Ticket To Grand County Democrats Annual Fundraiser
Senate District 08,Dylan Roberts,Democratic,2,8/29/23,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,18,9/5/23,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,318,9/7/23,Ascend Digital Strategies,Washington,DC,20001,Consultant & Professional Services,Website Consulting
Senate District 08,Dylan Roberts,Democratic,115,9/25/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,9/27/23,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,31.62,9/30/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,93.4,12/9/22,Adp,Roseland,NJ,07068,Employee Services,Adp Fees
Senate District 08,Dylan Roberts,Democratic,163.25,12/12/22,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Zoom Annual Subscription
Senate District 08,Dylan Roberts,Democratic,97.99,12/23/22,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,12/28/22,First Bank,Eagle,CO,81631,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,86.75,12/30/22,Adp,Roseland,NJ,07068,Employee Services,Adp Fees
Senate District 08,Dylan Roberts,Democratic,192.21,1/4/24,Lamar'S Donuts,Denver,CO,80210,"Food, Beverages and Meals",Food For Staff Breakfast
Senate District 08,Dylan Roberts,Democratic,18,1/5/24,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,17.78,1/14/24,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fee
Senate District 08,Dylan Roberts,Democratic,5,1/22/24,Bud Werner Memorial Library,Steamboat Springs,CO,80487,Other,Room Reservation For Town Hall Meeting
Senate District 08,Dylan Roberts,Democratic,132,1/23/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Fees
Senate District 08,Dylan Roberts,Democratic,0.79,1/28/24,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,2,1/29/24,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,51.89,2/2/24,Summit County Community & Senior Center,Frisco,CO,80443,Other,Room Reservation For Town Hall Meeting
Senate District 08,Dylan Roberts,Democratic,21.6,2/4/24,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,0.99,2/4/24,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,444,2/9/24,Colorado Democratic Party,Denver,CO,80203,Fundraising Expenses,Tickets To Obama Dinner
Senate District 08,Dylan Roberts,Democratic,38.65,2/12/24,Ups Store,Steamboat Springs,CO,80487,Office Equipment & Supplies,Printing Of Handouts For Town Hall Meetings
Senate District 08,Dylan Roberts,Democratic,17.8,2/13/24,First Bank,Frisco,CO,80443,Other,Checks
Senate District 08,Dylan Roberts,Democratic,200,2/20/24,Jena  Burgess,Denver,CO,80203,Employee Services,Employee Mileage And Per Diem For Town Hall Assistance
Senate District 08,Dylan Roberts,Democratic,132,2/23/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Fees
Senate District 08,Dylan Roberts,Democratic,2,2/27/24,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,21.6,3/5/24,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,35.24,3/11/24,Copy Copy,Frisco,CO,80443,Other,Printing Town Hall Handouts
Senate District 08,Dylan Roberts,Democratic,132,3/25/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,3/27/24,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,21.6,4/5/24,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,3.95,4/7/24,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Act Blue Processing Fees
Senate District 08,Dylan Roberts,Democratic,132,4/23/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,83.17,4/25/24,Jelly Cafe,Denver,CO,80203,"Food, Beverages and Meals",Employee And Intern Appreciation Breakfast
Senate District 08,Dylan Roberts,Democratic,2,4/26/24,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,21.6,5/6/24,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,178.82,5/13/24,Copy Copy,Frisco,CO,80443,Miscellaneous,Printing Town Hall Handouts
Senate District 08,Dylan Roberts,Democratic,132,5/23/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,250,5/28/24,Jena  Burgess,Denver,CO,80203,Employee Services,Employee Mileage
Senate District 08,Dylan Roberts,Democratic,2,5/29/24,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,273.6,6/5/24,Squarespace Inc,New York,NY,10014,Advertising,Website Annual Renewal Charge
Senate District 08,Dylan Roberts,Democratic,104.04,6/13/24,Copy Copy,Frisco,CO,80443,Miscellaneous,Printing Town Hall Handouts
Senate District 08,Dylan Roberts,Democratic,3431,6/20/24,Colorado Democratic Party Political Committee,Denver,CO,80203,Contributions,2024 Caucus Senate Campaign Dues
Senate District 08,Dylan Roberts,Democratic,132,6/24/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,6/26/24,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,21.6,7/5/24,Squarespace Inc,New York,NY,10014,Advertising,Squarespace Fees
Senate District 08,Dylan Roberts,Democratic,50,7/18/24,Summit County Democrats,Frisco,CO,80443,Fundraising Expenses,Ticket To Summit County Democrats Annual Fundraiser
Senate District 08,Dylan Roberts,Democratic,132,7/23/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,50,7/24/24,Routt County Democratic Party,Redacted By Sos,CO,00000,Fundraising Expenses,Ticket To Routt County Democrats Annual Fundraiser
Senate District 08,Dylan Roberts,Democratic,2,7/29/24,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,21.6,8/5/24,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,132,8/23/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,8/28/24,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,21.6,9/5/24,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,132,9/23/24,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,9/26/24,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,63.07,9/27/24,Highside Brewing And Bbq,Frisco,CO,80443,"Food, Beverages and Meals",Food For Fundraiser
Senate District 08,Dylan Roberts,Democratic,23.7,9/30/24,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Contribution Processing Fees
Senate District 08,Dylan Roberts,Democratic,18,10/5/23,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,12.84,10/8/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,0.99,10/15/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,115,10/23/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,350,10/24/23,Democratic Senate Caucus Fund,Denver,CO,80203,Other,Caucus Dues
Senate District 08,Dylan Roberts,Democratic,2,10/27/23,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,50,11/3/23,Clear Creek County Democratic Party,Georgetown,CO,80444,Contributions,Ticket For Annual Fundraising Dinner
Senate District 08,Dylan Roberts,Democratic,0.99,11/5/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,18,11/6/23,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,115,11/24/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,1.98,11/26/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
Senate District 08,Dylan Roberts,Democratic,2,11/28/23,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,37.55,12/3/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,18,12/5/23,Squarespace Inc,New York,NY,10014,Advertising,Website Domain Fee
Senate District 08,Dylan Roberts,Democratic,9.88,12/10/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,164,12/11/23,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Annual Zoom Account Charge
Senate District 08,Dylan Roberts,Democratic,7.9,12/24/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Dylan Roberts,Democratic,132,12/26/23,Mailchimp,Atlanta,GA,30308,Advertising,Mailchimp Dues
Senate District 08,Dylan Roberts,Democratic,2,12/27/23,First Bank,Frisco,CO,80443,Bank Fees,Bank Fees
Senate District 08,Dylan Roberts,Democratic,1.78,12/31/23,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Processing Fees
Senate District 08,Corey Marshall,Republican,,,,,,,,
Senate District 09,Terri Carver,Republican,4.3,8/15/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Philip Manning
Senate District 09,Terri Carver,Republican,2.3,8/15/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Andres Pico
Senate District 09,Terri Carver,Republican,2.3,8/15/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Patricia Meyer
Senate District 09,Terri Carver,Republican,8.3,8/15/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Renee Behr
Senate District 09,Terri Carver,Republican,4.3,8/16/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Elizabeth Vanderwerf
Senate District 09,Terri Carver,Republican,2.3,8/16/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Bernie Herpin
Senate District 09,Terri Carver,Republican,2.3,8/16/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Samuel Hall
Senate District 09,Terri Carver,Republican,2.3,8/16/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Linda Carroll
Senate District 09,Terri Carver,Republican,4.3,8/16/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Richard Strasbaugh
Senate District 09,Terri Carver,Republican,4.3,8/16/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - John Suthers
Senate District 09,Terri Carver,Republican,2.3,8/16/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Julia Melendez
Senate District 09,Terri Carver,Republican,2.3,8/16/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Peter Mueller
Senate District 09,Terri Carver,Republican,2.3,8/17/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Ed Moore
Senate District 09,Terri Carver,Republican,4.3,8/17/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Russell Mcpadden
Senate District 09,Terri Carver,Republican,24.45,8/20/25,Harland Clarke,San Santonio,TX,78256,Bank Fees,Checks
Senate District 09,Terri Carver,Republican,2.3,8/20/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Ross Eastman
Senate District 09,Terri Carver,Republican,2.3,8/21/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Nancy Kelly
Senate District 09,Terri Carver,Republican,1.3,8/22/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Larry Bryant
Senate District 09,Terri Carver,Republican,4.3,8/25/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Marla L Twardowski
Senate District 09,Terri Carver,Republican,2.3,8/25/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Terri Hayes
Senate District 09,Terri Carver,Republican,18.3,8/25/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Philip Winslow
Senate District 09,Terri Carver,Republican,2.3,8/25/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - David Ogletree
Senate District 09,Terri Carver,Republican,2.3,8/25/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Stan Vanderwerf
Senate District 09,Terri Carver,Republican,2.3,8/25/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Jeanne Hayes
Senate District 09,Terri Carver,Republican,2.3,8/25/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Harold Filbert
Senate District 09,Terri Carver,Republican,1.1,8/25/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Paula M Glass
Senate District 09,Terri Carver,Republican,4.3,8/26/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Judith Jergensen
Senate District 09,Terri Carver,Republican,2.3,8/26/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Frederick Engelman
Senate District 09,Terri Carver,Republican,2.3,8/26/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Patricia Graham
Senate District 09,Terri Carver,Republican,8.3,8/26/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Dorian Lee
Senate District 09,Terri Carver,Republican,2.3,8/26/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Holly Tripp
Senate District 09,Terri Carver,Republican,2.3,8/26/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Len Albertson
Senate District 09,Terri Carver,Republican,1.1,8/26/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Frank Reiser
Senate District 09,Terri Carver,Republican,4.3,8/27/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Barry Oswell
Senate District 09,Terri Carver,Republican,4.3,8/27/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Shelly L Schmidt
Senate District 09,Terri Carver,Republican,4.3,8/27/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Randy Fritz
Senate District 09,Terri Carver,Republican,2.3,8/27/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Evan Becker
Senate District 09,Terri Carver,Republican,2.3,8/27/25,"Anedot, Inc.",New Orleans,CO,70112,Bank Fees,Anedot Fees - Paul Nervig
