Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Attorney General,David Seligman,Democratic,359.9,9/14/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Barb Kirkmeyer,Republican,359.3,9/24/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Governor,Michael Bennet,Democratic,358.48,12/2/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,Michael Bennet,Democratic,358.48,12/2/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,Michael Bennet,Democratic,357.97,9/5/25,Attitude New York,Long Island City,NY,11101,Travel & Lodging,Ground Transportation
Attorney General,Jena Griswold,Democratic,357.36,6/30/25,Laura  Shaw,Denver,CO,80202,Other,Reimbursement - Mileage And Stamps
Governor,Greg Lopez,Unaffiliated,357,9/30/25,Active Campaign,Chicago,IL,60601,Other,Computer Program July 1-Sept 30
Attorney General,Michael Dougherty,Democratic,356.22,7/13/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,David Seligman,Democratic,354.59,11/2/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Michael Bennet,Democratic,354.48,7/12/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Attorney General,Hetal Doshi,Democratic,352.98,12/28/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Phil Weiser,Democratic,352.18,12/23/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,Merchant Fees
Secretary of State,Jessie Danielson,Democratic,351.47,9/28/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Michael Bennet,Democratic,351.3,11/10/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,Michael Bennet,Democratic,351.08,6/30/25,Eli A Feldman,Boulder,CO,80302,"Food, Beverages and Meals",Reimbursement-Event Catering
Governor,Greg Lopez,Unaffiliated,350,12/22/25,Confiar Strategic Consultant,Platteville,CO,80651,Consultant & Professional Services,
Governor,Victor Marx,Republican,350,12/18/25,Onpoint Data Strategy Llc,Ashburn,VA,20147,Fundraising Expenses,
Governor,Victor Marx,Republican,350,12/24/25,Wix,New York,NY,10014,Other,Website Fees
Secretary of State,Amanda Gonzalez,Democratic,349.67,3/23/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Secretary of State,Amanda Gonzalez,Democratic,348.98,2/10/25,Corazon Printing,Broomfield,CO,80020,Advertising,Printing
Attorney General,Michael Dougherty,Democratic,348.55,7/20/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Governor,Michael Bennet,Democratic,348.5,11/12/25,Joseph  Kennedy,Louisville,CO,80027,Travel & Lodging,Reimbursement-Mileage
Secretary of State,Amanda Gonzalez,Democratic,347.63,12/19/25,Squarespace,New York,NY,10014,Other,Website
Governor,Scott Bottoms,Republican,343.37,2/24/25,Chase Bank,Houston,TX,77006,Travel & Lodging,Travel
Governor,Scott Bottoms,Republican,343.05,7/24/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Attorney General,Michael Dougherty,Democratic,342.69,8/17/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Governor,Michael Bennet,Democratic,342,9/11/25,Chase  Cromwell,Denver,CO,80201,Travel & Lodging,Reimbursement-Mileage
Attorney General,Michael Dougherty,Democratic,341.98,6/1/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Governor,Michael Bennet,Democratic,341.75,11/4/25,Delta Dental,Greenwood Village,CO,80111,Employee Services,Dental Insurance
Governor,Michael Bennet,Democratic,341.68,6/5/25,Zucker,New York,NY,10017,"Food, Beverages and Meals",Event - Food/Drink
Governor,Phil Weiser,Democratic,340.89,6/5/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Governor,Michael Bennet,Democratic,340,9/26/25,Berg Hill Greenleaf Ruscitti Llp,Boulder,CO,80302,"Food, Beverages and Meals",Catering
Attorney General,David Seligman,Democratic,338.65,11/9/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Michael Bennet,Democratic,338.28,10/7/25,Numero,Costa Mesa,CA,92626,Bank Fees,Credit Card Processing
Attorney General,Jena Griswold,Democratic,337.72,11/9/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,Jena Griswold,Democratic,337.52,7/15/25,Hotel Sofitel,Los Angeles,CA,90048,Travel & Lodging,Lodging
Attorney General,Hetal Doshi,Democratic,336.01,10/12/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Greg Lopez,Unaffiliated,334.2,9/30/25,Squarespace,New York,NY,10014,Other,Computer Program July 1-Sept 30
Attorney General,David Seligman,Democratic,330.57,8/3/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Michael Bennet,Democratic,326.9,12/11/25,Sydney  Schwalb,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Attorney General,Jena Griswold,Democratic,325,12/31/25,Linda J Shoemaker,Boulder,CO,80306,Fundraising Expenses,Food And Beverages For Event
Governor,Phil Weiser,Democratic,324.41,12/16/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,Merchant Fees
Attorney General,Michael Dougherty,Democratic,322.85,9/7/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Governor,Phil Weiser,Democratic,322.65,6/5/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
State Treasurer,Jeff Bridges,Democratic,322.37,11/9/25,Actblue,Somerville,MA,02144,Bank Fees,
Attorney General,Hetal Doshi,Democratic,321.8,11/16/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
State Treasurer,Jeff Bridges,Democratic,320.84,5/4/25,Actblue,Somerville,MA,02144,Bank Fees,
Attorney General,Michael Dougherty,Democratic,320.82,5/18/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Governor,Greg Lopez,Unaffiliated,320.28,10/6/25,Enterprise,Parker,CO,80134,Travel & Lodging,Car Rental-10/3-10/6
Governor,Scott Bottoms,Republican,319.71,7/31/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,Michael Bennet,Democratic,318.44,12/31/25,Chase  Cromwell,Denver,CO,80201,Office Equipment & Supplies,Reimbursement-Event Supplies
Attorney General,Hetal Doshi,Democratic,317.9,9/7/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Michael Bennet,Democratic,316.15,8/12/25,Gray  Mandelbaum,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,Michael Bennet,Democratic,315,9/30/25,Ben  Waldon,Louisville,CO,80027,Travel & Lodging,Reimbursement-Mileage
Attorney General,Jena Griswold,Democratic,314.75,10/6/25,United States Postal Service,Denver,CO,80202,Office Equipment & Supplies,Stamps
Governor,Michael Bennet,Democratic,313,9/17/25,Colorado Black Women For Political Action,Denver,CO,80237,Other,Event Tickets
Governor,Victor Marx,Republican,312.48,11/10/25,Southwest,Dallas,TX,75235,Travel & Lodging,
Governor,Barb Kirkmeyer,Republican,310,10/7/25,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Attorney General,David Seligman,Democratic,308.89,7/27/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Michael Bennet,Democratic,308.02,4/21/25,The Distillery Inn,Carbondale,CO,81623,"Food, Beverages and Meals",Event - Food/Drink
Governor,Michael Bennet,Democratic,307,6/27/25,The Truffle Cheese Shop,Denver,CO,80206,"Food, Beverages and Meals",Event - Food/Drink
Secretary of State,Amanda Gonzalez,Democratic,306.19,6/13/25,Corazon Printing,Broomfield,CO,80020,Advertising,Printing
Attorney General,David Seligman,Democratic,305.98,5/25/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Michael Bennet,Democratic,304.26,6/23/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,Phil Weiser,Democratic,304.25,5/27/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,Merchant Fees
Attorney General,Jena Griswold,Democratic,304.03,8/4/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
CU_District 02,Kubs Lalchandani,Democratic,303.61,11/23/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Victor Marx,Republican,303.27,11/1/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Michael Bennet,Democratic,303.25,11/6/25,Hotels.Com,Dallas,TX,75240,Travel & Lodging,Lodging
Governor,Victor Marx,Republican,302.5,10/15/25,Dext.Com,Toronto,ON,,Other,Invoice Processing
Attorney General,David Seligman,Democratic,302.47,11/4/25,Scale To Win,San Francisco,CA,94105,Fundraising Expenses,Texting
Attorney General,David Seligman,Democratic,302.43,8/12/25,Adam  Ishay,Denver,CO,80209,Office Equipment & Supplies,Reimbursement - Office Supplies And Travel
Attorney General,David Seligman,Democratic,301.89,8/24/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Phil Weiser,Democratic,301.76,7/14/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,Merchant Fees
Governor,Victor Marx,Republican,301.28,10/28/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Attorney General,Jena Griswold,Democratic,300.79,5/30/25,United Airlines,Chicago,IL,60606,Travel & Lodging,Airfare
Attorney General,Michael Dougherty,Democratic,300,12/11/25,Colorado Democratic Party,Denver,CO,80203,Other,Event Tickets
Governor,Victor Marx,Republican,299.24,10/31/25,Marvin Rentals,Colorado Springs,CO,80915,Other,Tables/Chairs
Attorney General,Michael Dougherty,Democratic,298.52,11/23/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Governor,Phil Weiser,Democratic,298.37,6/5/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Secretary of State,Amanda Gonzalez,Democratic,298.07,11/21/25,Monday.Com,New York,NY,10003,Consultant & Professional Services,Software
Governor,Michael Bennet,Democratic,297.49,9/15/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Governor,Scott Bottoms,Republican,295.19,3/3/25,Ramada Inns,Denver,CO,80249,Travel & Lodging,Lodging
Attorney General,Hetal Doshi,Democratic,295,11/5/25,Corazon Printing,Broomfield,CO,80020,Consultant & Professional Services,Printing Services
Attorney General,Michael Dougherty,Democratic,294.81,11/9/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Governor,Victor Marx,Republican,293.04,12/18/25,Active Engagement,San Jose,CO,95002,Fundraising Expenses,
Governor,Michael Bennet,Democratic,292.45,12/31/25,Logan  Dunning,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Governor,Michael Bennet,Democratic,291.41,8/15/25,Zucker,New York,NY,10017,"Food, Beverages and Meals",Event - Food/Drink
Governor,Michael Bennet,Democratic,291.41,8/26/25,Zucker,New York,NY,10017,"Food, Beverages and Meals",Event - Food/Drink
Governor,Michael Bennet,Democratic,291.41,9/11/25,Zucker,New York,NY,10017,"Food, Beverages and Meals",Event - Food/Drink
Governor,Phil Weiser,Democratic,290.21,6/13/25,Squarespace,New York,NY,10014,Other,Software
Governor,Michael Bennet,Democratic,289.81,6/20/25,Attitude New York,Long Island City,NY,11101,Travel & Lodging,Ground Transportation
Governor,Greg Lopez,Unaffiliated,288.62,11/6/25,Fairfield,Montrose,CO,81401,Travel & Lodging,Hotel Room X2 Rooms-Montrose
Attorney General,Jena Griswold,Democratic,288.28,9/5/25,The Lodge At Mountaineer Square,Crested Butte,CO,81225,Travel & Lodging,
Governor,Michael Bennet,Democratic,287.09,6/13/25,Attitude New York,Long Island City,NY,11101,Travel & Lodging,Ground Transportation
Secretary of State,Jessie Danielson,Democratic,286.29,9/30/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Michael Bennet,Democratic,285.55,12/2/25,Cheese Meat Board,Denver,CO,80205,"Food, Beverages and Meals",Event - Food/Drink
Governor,Michael Bennet,Democratic,285.44,10/29/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
Governor,Barb Kirkmeyer,Republican,285.43,10/1/25,Benjamin  Luke,Washington,DC,20003,Other,6420 ∑ Production & Design
Attorney General,Hetal Doshi,Democratic,285.35,7/1/25,Corazon Printing,Broomfield,CO,80020,Consultant & Professional Services,
Governor,Barb Kirkmeyer,Republican,285,11/25/25,Marc  Catlin,Montrose,CO,81403,Other,5120 ∑ Event Space Rental
Governor,Michael Bennet,Democratic,284.97,10/8/25,Zucker,New York,NY,10017,"Food, Beverages and Meals",Event - Food/Drink
Attorney General,Michael Dougherty,Democratic,284.04,8/3/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,Jena Griswold,Democratic,283.36,9/15/25,Hotel Emblem,San Francisco,CA,94102,Travel & Lodging,Lodging
Governor,Greg Lopez,Unaffiliated,283.25,11/8/25,Enterprise Car Rental,Parker,CO,80134,Travel & Lodging,Rental Car- Nov 5-Nov 8
Governor,Victor Marx,Republican,282.19,12/31/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Attorney General,Michael Dougherty,Democratic,282.08,3/16/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Governor,Phil Weiser,Democratic,280.63,9/30/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,Merchant Fees
Governor,Michael Bennet,Democratic,280.48,5/5/25,American Airlines,Fort Worth,TX,76155,Travel & Lodging,Airfare
Governor,Michael Bennet,Democratic,279.96,11/26/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
Governor,Michael Bennet,Democratic,279.7,9/12/25,Joseph  Kennedy,Louisville,CO,80027,Travel & Lodging,Reimbursement-Travel
Governor,Michael Bennet,Democratic,279.25,9/30/25,Sydney  Schwalb,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Secretary of State,Amanda Gonzalez,Democratic,277.62,6/29/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Governor,Michael Bennet,Democratic,277.45,9/26/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
Governor,Michael Bennet,Democratic,277.2,7/31/25,Betsy  After,Carbondale,CO,81623,"Food, Beverages and Meals",Reimbursement-Catering
Governor,Phil Weiser,Democratic,277.2,7/28/25,Sydney  Powell,Crested Butte,CO,81224,Travel & Lodging,Reimbursement - Travel
Governor,Michael Bennet,Democratic,277.13,12/30/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
Governor,Victor Marx,Republican,277,12/24/25,The Ahbe Group Inc,Centennial,CO,80112,Other,Insurance
Governor,Michael Bennet,Democratic,276.06,6/17/25,Cellar.Com,Washington,DC,20002,"Food, Beverages and Meals",Event - Food/Drink
Governor,Scott Bottoms,Republican,276,3/11/25,Webflow,San Francisco,CA,94103,Office Equipment & Supplies,
Secretary of State,Jessie Danielson,Democratic,276,9/8/25,Squarespace,New York,NY,10014,Consultant & Professional Services,
Governor,Greg Lopez,Unaffiliated,275.86,8/5/25,Super 8,Durango,CO,81303,Travel & Lodging,Hotel X2
Governor,Scott Bottoms,Republican,275,4/7/25,North By Nine,Sheridan,WY,82801,Consultant & Professional Services,
Governor,Scott Bottoms,Republican,275,7/2/25,Same Day Processing,Hudson,WI,54016,Consultant & Professional Services,Accounting
Governor,Scott Bottoms,Republican,275,8/5/25,North By Nine,Sheridan,WY,82801,Advertising,
State Treasurer,Jeff Bridges,Democratic,274.88,12/31/25,Actblue,Somerville,MA,02144,Bank Fees,
Attorney General,Michael Dougherty,Democratic,273.4,11/16/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,Hetal Doshi,Democratic,272.68,8/24/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Michael Bennet,Democratic,272.56,11/23/25,Ez Cater,Boston,MA,02109,"Food, Beverages and Meals",Event - Food/Drink
Governor,Barb Kirkmeyer,Republican,271.24,10/16/25,Wizbang,Commerce City,CO,80022,Other,6611 ∑ Letterhead & Envelopes
State Treasurer,Jeff Bridges,Democratic,270.47,4/27/25,Actblue,Somerville,MA,02144,Bank Fees,
Governor,Barb Kirkmeyer,Republican,270.28,12/30/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Governor,Michael Bennet,Democratic,270.27,6/20/25,Zucker,New York,NY,10017,"Food, Beverages and Meals",Event - Food/Drink
Governor,Michael Bennet,Democratic,270,4/30/25,Yamm,Superior,CO,80027,Office Equipment & Supplies,"Avenue Van Volxem 302-304 Bte 4
Brussels"
Governor,Victor Marx,Republican,270,10/29/25,Mcs Portable Restrooms,Colorado Springs,CO,80905,Other,Portable Restroom
Governor,Michael Bennet,Democratic,269.8,10/31/25,First Bank,Lakewood,CO,80215,Bank Fees,Bank Fees
Governor,Michael Bennet,Democratic,269.57,9/12/25,Sydney  Schwalb,Louisville,CO,80027,Travel & Lodging,Reimbursement-Mileage
Attorney General,Hetal Doshi,Democratic,268.38,8/3/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Phil Weiser,Democratic,268.15,6/9/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,Merchant Fees
Attorney General,Hetal Doshi,Democratic,267.94,7/27/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Attorney General,Michael Dougherty,Democratic,266.8,8/31/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Governor,Michael Bennet,Democratic,266.62,12/8/25,Embassy Suites,Phoenix,AZ,85016,Travel & Lodging,Lodging
Governor,Michael Bennet,Democratic,264.81,6/30/25,Sydney  Gart,Louisville,CO,80027,"Food, Beverages and Meals",Reimbursement-Event Catering
Governor,Michael Bennet,Democratic,264.38,4/14/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
Attorney General,Hetal Doshi,Democratic,263.72,12/14/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Michael Bennet,Democratic,263.49,11/11/25,United Airlines,Chicago,IL,60666,Travel & Lodging,Airfare
CU_District 06,Ilana Spiegel,Democratic,262.83,9/30/25,Act Blue,Somerville,MA,02144,Bank Fees,
Attorney General,David Seligman,Democratic,262.42,8/31/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Michael Bennet,Democratic,261.76,11/5/25,"Qct Production, Llc",Arlington,VA,22201,Fundraising Expenses,Direct Mail Services
Attorney General,Jena Griswold,Democratic,261.54,10/27/25,Hilton Hotels,Mclean,VA,22102,Travel & Lodging,Lodging
Governor,Michael Bennet,Democratic,261.36,9/30/25,Marat  Washburn,Louisville,CO,80027,Travel & Lodging,Reimbursement-Parking
Attorney General,Jena Griswold,Democratic,261.3,5/7/25,Delta Airlines,Atlanta,GA,30354,Travel & Lodging,Airfare
Governor,Scott Bottoms,Republican,260.37,9/16/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In Kind - Ldd Dinner Tickets
